112816 263397473.1530
114851 9890 2040.1750
98096 97810 2040.1900
28765 81220 2040.2270
86856 1980 2040.3240
32996 78045 2040.4550
40318 103275 2040.4860
17032 29956 2040.5010
63413 124354 2040.6120
114752 111229 2040.6670
76131 93761 2040.7280
68329 94705 2040.7990
58206 8924 2040.8160
124348 64401 2040.8560
58199 84412 2040.8930
36915 50454 2040.8950
8532 96197 2040.9150
95442 116808 2040.9300
11526 11864 2040.9360
113682 41124 2040.9510
21877 123302 2040.9640
43153 17634 2040.9680
2529 129100 2041.0020
83402 23624 2041.0360
50039 61088 2041.0680
115519 14106 2041.0690
23632 128132 2041.0830
52291 61916 2041.1010
110292 27644 2041.1250
92763 75311 2041.1500
59280 40694 2041.1770
82977 66116 2041.2150
120329 25453 2041.2190
23630 72740 2041.2370
3052 25100 2041.2520
78817 98743 2041.2610
62057 127373 2041.2950
46463 54457 2041.3130
99294 39903 2041.3570
115942 67243 2041.3700
123633 70080 2041.3950
114168 112779 2041.3950
96002 86015 2041.4340
101498 67598 2041.4880
2912 98051 2041.5030
51846 54475 2041.5230
122246 110125 2041.5260
32324 122579 2041.5570
85421 2115 2041.5970
28141 112354 2041.6300
11360 100523 2041.6470
85058 59532 2041.6910
86067 13258 2041.7810
14115 87116 2041.9400
82945 83118 2041.9430
7331 16732 2041.9610
38928 37235 2041.9660
20400 128674 2041.9760
96695 27744 2041.9910
83704 27897 2042.0040
85400 93980 2042.0460
77748 71743 2042.0940
114338 15000 2042.1290
121442 78984 2042.2380
121818 38706 2042.3030
9581 59539 2042.3220
90968 70141 2042.4140
46659 113855 2042.4640
22565 3573 2042.4940
47661 44586 2042.6270
73738 81665 2042.6340
81640 104837 2042.6370
116306 15230 2042.6660
83531 9487 2042.7480
42216 38042 2042.7550
70975 91206 2042.9240
72698 82267 2042.9980
43912 34635 2043.0030
957 60499 2043.0540
43771 28396 2043.0970
191 82507 2043.1040
27053 78418 2043.1940
88263 61267 2043.2750
23011 71686 2043.2890
66651 39734 2043.3410
29740 108744 2043.3600
24941 33134 2043.3700
83213 126910 2043.3790
87161 73619 2043.4060
125712 16996 2043.4130
51766 72943 2043.4410
20161 3131 2043.4500
198 19564 2043.4670
55241 83741 2043.5320
101370 68677 2043.5320
69157 36125 2043.5670
113320 18179 2043.5820
34581 13693 2043.6120
85272 19907 2043.6910
119105 78010 2043.6910
54389 118383 2043.7020
24495 74360 2043.7160
49009 50257 2043.7880
7849 119860 2043.8450
38479 92794 2043.8680
103034 92185 2043.9280
82231 97712 2043.9800
67920 57550 2044.0290
12369 76861 2044.0770
29817 68932 2044.0950
4031 20868 2044.0990
51850 56388 2044.1090
26629 54027 2044.1510
30817 11747 2044.1580
109646 123545 2044.1980
84216 3644 2044.2460
5312 10428 2044.2760
2879 39044 2044.3190
107748 93499 2044.3260
45436 16166 2044.3630
88065 82682 2044.4420
74795 11160 2044.5140
94224 22453 2044.5790
116379 100933 2044.6030
20522 7480 2044.6300
85719 84484 2044.6340
125972 84033 2044.6480
121283 100386 2044.6760
20421 15430 2044.6950
99212 31926 2044.7040
45155 128265 2044.7670
81567 33675 2044.8870
67754 70568 2044.8880
57824 22034 2044.9080
120756 30477 2044.9230
65034 29468 2044.9370
35042 54593 2044.9920
71114 92103 2045.1760
15228 53246 2045.1790
58988 123654 2045.2360
80843 87894 2045.2530
46995 115801 2045.2540
58396 97120 2045.2570
91704 88691 2045.2700
73709 100147 2045.5060
12301 116117 2045.5110
10566 81883 2045.5360
105945 33976 2045.5460
14982 76730 2045.5480
66409 127311 2045.6000
18556 25296 2045.6110
20076 120867 2045.6230
54756 44360 2045.6260
78374 15203 2045.6860
108229 14020 2045.7460
22607 118901 2045.7530
991 18244 2045.7560
44499 60314 2045.7870
18852 98748 2045.8270
112532 68708 2045.8470
82849 125735 2045.8570
47675 16596 2045.8700
113799 120751 2045.8850
104891 87157 2045.9000
40277 88567 2045.9310
65145 77370 2045.9360
42523 34696 2046.1180
22594 33156 2046.1980
49108 127030 2046.2040
12114 24709 2046.2670
73903 115599 2046.2690
40723 56002 2046.3520
26167 37994 2046.3670
67011 79711 2046.4130
122440 97154 2046.4240
56167 40771 2046.4350
43564 64825 2046.4820
9100 114831 2046.5530
17099 19803 2046.5570
11572 10212 2046.5720
34624 16846 2046.6030
123327 109021 2046.6450
91595 18528 2046.8080
7534 49339 2046.8500
121411 111346 2046.8860
109628 98999 2046.9060
36503 2704 2046.9660
25082 59028 2046.9930
122963 28733 2046.9940
24183 21503 2047.0090
123295 46886 2047.0100
108130 76538 2047.0220
124115 49448 2047.0620
118511 62143 2047.0810
46416 124951 2047.0840
75577 83193 2047.1130
100 18512 2047.1210
75987 32465 2047.1250
127836 7879 2047.1950
109915 76232 2047.1960
100881 31980 2047.2130
122084 112657 2047.2580
23312 123962 2047.2890
15762 128930 2047.3020
44068 116886 2047.4120
122839 120587 2047.4400
116259 112999 2047.4680
35656 120261 2047.4730
87369 30490 2047.5000
124481 9269 2047.5100
83461 64526 2047.5110
45605 13312 2047.5800
123248 42339 2047.6870
118491 41753 2047.8250
84174 121896 2047.8340
95650 33336 2047.8790
32691 108491 2047.8850
84845 59493 2047.9350
48733 92990 2047.9690
11383 60250 2048.0460
127614 109624 2048.0700
74625 44518 2048.2450
123984 39016 2048.2630
84320 88260 2048.3010
27629 84843 2048.4060
7332 1514 2048.4230
75997 125499 2048.4370
115655 50003 2048.4840
69875 49830 2048.5230
100541 91787 2048.5530
110458 44446 2048.6530
83735 109275 2048.7030
32554 100193 2048.7060
92944 102550 2048.7450
93521 98037 2048.7500
38958 7571 2048.9210
102780 44340 2049.0190
20681 74328 2049.0930
94566 41016 2049.1660
63847 36275 2049.1670
22399 2734 2049.2050
85549 115209 2049.3460
123998 125703 2049.3480
49815 21308 2049.3650
102578 97464 2049.3860
10460 74436 2049.4290
14004 876 2049.4470
26627 17115 2049.4650
121807 2693 2049.4960
101567 23479 2049.5130
104144 64844 2049.5440
43109 19315 2049.5900
105375 10391 2049.6520
86509 102445 2049.6580
61298 6070 2049.6750
10263 38733 2049.7610
46465 94477 2049.7930
57225 43417 2049.8110
121404 109143 2049.8130
114754 79552 2049.8650
94005 96451 2049.8680
23952 87735 2049.9000
90499 108993 2049.9140
47171 56226 2049.9410
101283 102730 2049.9450
51378 14526 2049.9490
16505 101498 2049.9580
22197 21298 2050.0170
1044 21488 2050.0470
109318 112685 2050.0700
15031 40609 2050.0970
43460 45290 2050.1830
7605 122277 2050.1840
125545 21385 2050.4080
71662 95363 2050.4220
37962 126674 2050.4270
10367 111977 2050.4350
38059 3842 2050.4380
128661 14596 2050.4770
44880 128171 2050.5000
112203 24277 2050.5150
28723 39264 2050.5230
19247 28779 2050.5730
19188 55040 2050.6220
25982 3106 2050.6260
126445 36383 2050.6480
99917 4535 2050.6650
75192 108732 2050.6930
32348 20933 2050.7340
106308 17273 2050.7900
14110 41690 2050.8060
58152 1916 2050.8450
91326 97547 2050.8760
79955 39602 2050.8860
11348 124530 2050.9010
72597 104043 2050.9190
14907 47461 2050.9560
78578 40197 2050.9680
25288 75820 2050.9770
98971 4065 2050.9880
51041 102048 2051.0670
126782 7533 2051.1260
91756 105916 2051.1260
122927 39208 2051.1370
70408 94116 2051.1990
121813 76089 2051.3060
16297 37533 2051.3120
97106 116319 2051.3190
44080 19146 2051.3340
101253 24390 2051.3420
53346 124637 2051.4580
121862 125874 2051.4830
87396 4895 2051.5190
100050 41702 2051.6000
22933 33312 2051.6020
4375 77904 2051.6320
123453 126608 2051.6460
88181 126286 2051.6610
45731 125283 2051.6740
83166 76505 2051.6880
109104 124580 2051.6960
82086 15250 2051.7270
107841 42534 2051.7270
40906 90813 2051.8180
40122 103213 2051.8380
109235 95253 2051.8700
51186 31626 2051.9560
103775 27540 2051.9580
51016 7102 2051.9730
28666 111447 2052.0070
65086 41867 2052.0400
68991 72174 2052.0700
97672 57186 2052.1060
121769 57382 2052.1250
104013 43322 2052.1690
108979 26670 2052.2500
26050 22056 2052.2520
7493 120726 2052.2990
76715 38507 2052.3150
35450 35341 2052.3310
104610 13297 2052.3990
53624 86592 2052.4080
58602 54596 2052.4810
45291 54324 2052.4880
119318 13345 2052.5270
122656 115979 2052.5980
62259 1417 2052.6100
43096 119402 2052.7170
91229 58219 2052.7370
57367 53621 2052.8150
55300 84958 2052.8150
31663 26635 2052.9250
77386 90562 2052.9360
117203 31846 2052.9670
94368 41344 2053.0110
930 56792 2053.0450
90170 72125 2053.0600
29760 98638 2053.0750
31847 55635 2053.0840
69918 38230 2053.0850
34736 56508 2053.1640
79187 26446 2053.1960
33961 102282 2053.2200
14568 33223 2053.2430
12067 42369 2053.2550
22076 19267 2053.2810
27194 102565 2053.3110
21580 41839 2053.3390
30960 887 2053.3420
7329 116456 2053.4230
77802 76473 2053.4360
14477 44305 2053.4430
5495 12916 2053.5000
2122 86390 2053.5200
68747 15009 2053.5230
73310 108507 2053.5230
123511 20058 2053.5420
45582 125725 2053.5530
121414 78297 2053.5690
111702 106139 2053.5780
28547 7565 2053.6550
19180 91372 2053.6670
20128 92684 2053.6900
21130 64297 2053.7030
13864 107673 2053.7740
1673 126770 2053.7970
76119 88647 2053.8290
1764 76737 2053.8310
88591 62824 2053.8350
36641 117468 2053.8710
53017 89550 2053.8870
84945 91663 2053.9370
87148 42276 2053.9570
16676 7772 2054.1220
93357 109561 2054.1540
10192 76536 2054.1720
33058 97844 2054.1910
113947 78930 2054.2040
48402 91635 2054.2580
66073 76114 2054.3280
22975 88295 2054.4020
63234 125915 2054.5030
20364 4558 2054.5100
46126 10381 2054.6560
9816 128195 2054.6710
43416 1738 2054.6970
70483 49490 2054.7040
25948 116447 2054.8320
55890 48761 2054.9030
4089 59306 2054.9130
21985 124681 2054.9210
99795 66773 2054.9640
42286 7378 2054.9810
28266 33435 2054.9850
108020 14576 2055.0800
123305 12838 2055.1760
19405 106202 2055.1970
35765 39538 2055.1970
36810 85265 2055.2150
26713 123747 2055.2730
23261 58014 2055.2740
121364 110834 2055.3240
124380 110982 2055.3540
45278 64363 2055.4260
104089 75290 2055.4950
96473 76979 2055.5240
16889 113233 2055.8210
9352 103397 2055.8310
111146 11435 2055.8310
27035 123268 2055.9140
87264 21397 2055.9720
22318 79750 2055.9750
99792 104927 2056.0590
96843 24274 2056.0700
44620 52671 2056.0730
102461 34187 2056.1000
14643 27268 2056.1430
83768 27472 2056.1920
98100 103412 2056.2070
114767 76719 2056.2080
3164 104073 2056.2540
16679 7442 2056.2700
79181 18181 2056.3070
79792 80046 2056.3260
9049 8817 2056.3870
54453 61123 2056.4030
902 106211 2056.5460
117562 5307 2056.5710
120527 40828 2056.5850
30996 24434 2056.5900
76239 64316 2056.5990
32277 18228 2056.6080
62590 113036 2056.6280
70339 17803 2056.6610
104639 69624 2056.6940
109117 84780 2056.6990
34001 100639 2056.7850
128315 107775 2056.7930
9875 104653 2056.8010
21350 65887 2056.8060
112111 17001 2056.8160
58913 69597 2056.8320
118650 115002 2056.8350
88281 1248 2056.8370
28819 57755 2056.8630
52103 117131 2056.9410
2473 75412 2057.0120
109844 80012 2057.0760
33139 11726 2057.1230
36278 103413 2057.1350
49655 103786 2057.1500
40478 84063 2057.1710
35978 77271 2057.1960
85631 83059 2057.2060
28885 7181 2057.2940
57204 22133 2057.2970
20604 31333 2057.4490
81195 88883 2057.4600
96178 106929 2057.4690
78843 45088 2057.4980
93860 33987 2057.5130
2855 49293 2057.5800
121316 44636 2057.6790
56198 37747 2057.6870
73285 88845 2057.6920
14170 47349 2057.7030
36680 57297 2057.7530
97531 73390 2057.8150
72827 18015 2057.9250
25871 124827 2058.0110
91767 13804 2058.0440
81965 7407 2058.1040
10925 94936 2058.1550
5887 124109 2058.1800
127265 116315 2058.1990
92842 103985 2058.2980
69913 47241 2058.3130
25859 14050 2058.3140
21273 35643 2058.4050
31873 98782 2058.4430
24128 114670 2058.5040
64157 78687 2058.5220
104652 60748 2058.5300
102555 118722 2058.5620
39216 58267 2058.6000
51532 45121 2058.6430
115160 121463 2058.6560
65337 110820 2058.6640
20055 70374 2058.6880
87492 58028 2058.7420
121586 97601 2058.7940
37418 80109 2058.7990
113635 74354 2058.9280
115280 5108 2058.9610
48145 97911 2059.0780
111722 67027 2059.0850
17385 19929 2059.0860
78096 32410 2059.1230
17960 129185 2059.1680
124419 76264 2059.2380
1980 72320 2059.3020
21390 65986 2059.4060
126223 63717 2059.4160
70034 11479 2059.4390
108417 78270 2059.4410
114980 67899 2059.4850
21654 53795 2059.5170
113619 98700 2059.5360
47102 46898 2059.5530
36617 53716 2059.5580
35156 52512 2059.5710
88401 16509 2059.5990
79002 57083 2059.6480
105403 110848 2059.6920
41642 60751 2059.7200
60973 16656 2059.7420
59652 10517 2059.7690
123412 85451 2059.7740
86323 37309 2059.7890
109574 13255 2059.8800
30620 124910 2059.9230
70313 54463 2059.9470
16507 48461 2059.9830
72153 90879 2059.9830
83332 68112 2059.9990
33617 28376 2060.0220
24484 37447 2060.0260
28330 53491 2060.0370
17697 58000 2060.0460
99382 64433 2060.0580
104464 102442 2060.1000
17756 27914 2060.1260
107023 86945 2060.1850
11032 11070 2060.2280
1838 83758 2060.2300
86600 1377 2060.2400
59493 27795 2060.2540
105520 116055 2060.3780
44215 80593 2060.4460
92113 10994 2060.4790
4198 16220 2060.5430
123144 82421 2060.5460
7863 33978 2060.5830
25605 124184 2060.6130
96979 41135 2060.6610
60875 107550 2060.6660
104084 124856 2060.6940
51930 52089 2060.7790
28057 60538 2060.7880
114193 21818 2060.7900
34900 90937 2060.8440
55509 70304 2060.9850
97104 11086 2061.0560
108522 48511 2061.0590
70631 3918 2061.0800
4964 37597 2061.1210
7749 121902 2061.1330
21709 124397 2061.2480
71422 45147 2061.3140
8236 30089 2061.3210
34848 122912 2061.4120
128447 32498 2061.4990
89010 45213 2061.5000
41706 1168 2061.7880
111633 50029 2061.8080
78547 81755 2061.8300
89584 25423 2061.8370
29087 117786 2061.9050
65928 77026 2061.9410
114442 71377 2061.9710
39476 16990 2061.9780
96291 43104 2061.9940
119911 27881 2062.0320
35364 73688 2062.0650
70850 80509 2062.0660
83597 43845 2062.0790
46341 26442 2062.1070
94241 23057 2062.3770
109995 121104 2062.4160
118028 117135 2062.4790
40531 100311 2062.5240
27446 95736 2062.5990
121907 47669 2062.6280
18279 94873 2062.7210
77477 46661 2062.7850
87399 111326 2062.8000
119713 67682 2062.8230
42992 120483 2062.8910
120746 123511 2062.9260
116408 8582 2062.9330
124210 18826 2062.9450
17117 73080 2062.9730
122278 118462 2063.0020
101570 128901 2063.0170
125159 102328 2063.0620
926 23985 2063.0640
88521 61551 2063.0940
67092 104692 2063.1080
99136 46452 2063.1240
9853 105634 2063.1420
10820 106250 2063.2410
19869 34814 2063.2900
27771 28000 2063.3230
71912 57881 2063.3230
55343 126133 2063.3390
21117 8012 2063.4950
49292 49659 2063.4960
36114 13311 2063.5000
34443 114596 2063.5000
77656 114602 2063.5160
119470 13485 2063.5400
75504 16221 2063.5630
111707 10206 2063.6180
26266 38199 2063.6230
3568 74659 2063.6420
64166 118090 2063.6660
23864 88136 2063.7060
44061 107427 2063.7560
13622 122052 2063.7660
118141 58627 2063.7730
10992 6 2063.7860
52898 119441 2063.8170
6011 119207 2063.8630
84287 34858 2063.9060
101776 55779 2063.9290
108703 32240 2063.9490
38633 12880 2063.9580
91899 19130 2063.9680
99528 15087 2063.9690
1351 40553 2063.9990
9100 30718 2064.0290
59751 80220 2064.0930
113963 47302 2064.2550
59153 87521 2064.2780
3407 118577 2064.2820
104198 37384 2064.3070
17746 41140 2064.3130
113390 104639 2064.5190
85139 117192 2064.5420
29175 49617 2064.5550
56582 87190 2064.6060
838 116918 2064.6080
3006 118675 2064.6590
84326 12769 2064.7070
10025 111756 2064.7180
28905 37432 2064.7460
18039 34935 2064.7830
15506 51903 2064.8230
24573 30778 2064.8510
109976 108280 2064.8690
72789 59078 2064.8770
20270 37610 2064.9110
1230 22447 2064.9130
64381 57529 2064.9460
80516 98594 2065.0040
106682 56014 2065.0340
57358 80376 2065.0580
23747 65280 2065.0750
62914 11512 2065.0970
121869 14898 2065.2530
59132 3226 2065.2590
36914 87712 2065.2730
74033 79331 2065.3350
86386 3281 2065.3730
36283 31881 2065.4040
118192 85560 2065.4070
22036 63212 2065.4680
124496 118739 2065.4680
127747 95077 2065.5870
26737 86196 2065.6820
122337 117590 2065.7020
22604 14476 2065.7640
66718 37968 2065.7770
113712 90177 2065.7840
129039 42534 2065.8750
76434 71516 2065.9280
103735 122597 2065.9300
73618 57317 2065.9390
23211 90288 2065.9650
16880 117132 2065.9940
92835 20283 2066.0180
99486 18638 2066.0760
112813 98542 2066.0880
21505 88273 2066.2020
88661 105173 2066.2080
39160 123827 2066.2210
49497 77438 2066.2300
53030 16792 2066.2460
80675 76589 2066.2560
49364 96400 2066.2660
44259 77408 2066.2770
48145 11559 2066.2890
89017 98256 2066.3570
916 128204 2066.3860
120413 71750 2066.4100
15707 37122 2066.4520
37568 122587 2066.4550
26292 124739 2066.4820
125387 123679 2066.4920
96576 84661 2066.5020
80823 103175 2066.5030
60954 25395 2066.5140
74131 99521 2066.5160
107908 111328 2066.5420
104763 126043 2066.5540
117314 125322 2066.5640
11557 102499 2066.5760
127056 123265 2066.6610
45492 79919 2066.6620
20047 67210 2066.6710
102025 69537 2066.7290
78122 114587 2066.7330
11537 52929 2066.7670
46218 91681 2066.8220
74533 34232 2066.8910
83377 120533 2066.9080
24463 68534 2066.9260
85852 114556 2067.0800
18207 22720 2067.1000
121734 91270 2067.1600
14316 18996 2067.2490
27559 73344 2067.2650
56334 14395 2067.3110
76946 57305 2067.3230
101613 80834 2067.3400
115914 22934 2067.3910
3786 126707 2067.4230
22985 100737 2067.4980
128033 78007 2067.5000
4443 36607 2067.5600
83674 80654 2067.5830
56846 55061 2067.6070
10173 116327 2067.6410
18219 31406 2067.6480
115965 51685 2067.7400
11347 40977 2067.7520
64879 45281 2067.7650
81372 28194 2067.8520
76538 59118 2067.8950
81096 3644 2067.9350
28070 75498 2067.9390
60248 46748 2067.9530
18832 49549 2067.9630
12457 29700 2067.9860
2482 122611 2068.1280
33052 108344 2068.2620
87200 12246 2068.2630
26676 67102 2068.2850
28664 122514 2068.3070
84390 10721 2068.3200
98738 64706 2068.3240
55585 106109 2068.4080
64535 10075 2068.5020
60238 61668 2068.5060
103701 30314 2068.5080
63898 48834 2068.5130
22373 81133 2068.5240
38914 33721 2068.5460
9624 21949 2068.6350
119589 40319 2068.6750
107050 59257 2068.6820
101159 21556 2068.6980
80413 128547 2068.7120
59900 59179 2068.7650
95842 18033 2068.8140
123765 41693 2068.8530
40922 52096 2068.8800
128006 12077 2068.9040
90045 75144 2068.9140
62921 79888 2068.9740
127984 12832 2069.0120
73100 125851 2069.0280
126253 39747 2069.0740
43210 64935 2069.1250
51150 111333 2069.1400
85777 126338 2069.1680
108372 82820 2069.1950
90000 69170 2069.2280
32378 66362 2069.2330
29341 98757 2069.3430
17529 126299 2069.4180
119052 116802 2069.6340
9464 116461 2069.6470
121476 12759 2069.6610
125806 1955 2069.7110
13957 76641 2069.7720
107016 116861 2069.8200
106768 50992 2069.8220
93451 63278 2069.8480
107937 26226 2069.8500
3203 61590 2069.9510
55143 15197 2069.9710
82226 66307 2069.9710
62187 56553 2070.0070
81191 83034 2070.0190
81540 30463 2070.0300
77334 30849 2070.0350
62682 85904 2070.0790
16048 78096 2070.1230
110381 25771 2070.1500
34829 121839 2070.1580
90842 58720 2070.2110
89339 53650 2070.2250
11336 21230 2070.2930
50125 64765 2070.3360
42043 95655 2070.4000
48440 10187 2070.5200
4070 81538 2070.5330
29355 27190 2070.6360
57682 109555 2070.6360
75134 110663 2070.6670
126308 47047 2070.7230
14400 49563 2070.7490
128097 1167 2070.7810
102439 84496 2070.8830
47575 115876 2070.9310
4657 62 2070.9480
22839 107197 2070.9540
54730 85467 2071.0300
122674 83633 2071.1230
123859 40611 2071.1580
35766 93152 2071.1670
43370 128201 2071.2210
87741 26942 2071.2250
104215 73034 2071.2380
88167 91611 2071.2440
2271 75371 2071.3350
112468 50710 2071.3550
114891 82381 2071.4080
96696 30671 2071.4610
102103 86310 2071.5340
44991 36992 2071.6910
